time,flux,flux_err
1598.0790009399527,0.0018350057564195544,
1598.0803898492065,0.002383355733233797,
1598.0817787585763,0.0018649721623783182,
1598.0831676678292,0.0016857483996122248,
1598.0845565770826,0.001251878394826046,
1598.085945486452,0.0012107622880606819,
1598.0873343957053,0.0007143250006526468,
1598.0887233050746,-0.00028829782852853167,
1598.090112214328,1.118011704885494e-05,
1598.0915011236973,0.00046802412825748584,
1598.0928900329507,0.00016057201391917342,
1598.0942789422043,-0.0008486322902573971,
1598.0956678515743,1.861661598632743e-05,
1598.0970567608276,7.570343433546743e-05,
1598.098445670197,-0.0001949938099042414,
1598.0998345794494,-0.0004656879492950408,
1598.1012234888183,4.818757360388736e-05,
1598.102612398072,0.00027178537457885575,
1598.1040013074423,0.00020750260573242085,
1598.1053902166957,0.0010687733297814119,
1598.106779126065,0.0004814077602785234,
1598.1081680353184,0.0013152980374065218,
1598.1095569446877,-3.860557065749645e-05,
1598.1109458539415,-0.0005267986926529682,
1598.112334763311,0.0002595918954998561,
1598.1137236725633,-0.0003842268276657774,
1598.115112581933,-0.001016776088891105,
1598.116501491186,-0.0006331638311735737,
1598.1178904005562,-0.0014354486102038924,
1598.1192793099265,-0.0015380975437814534,
1598.1206682191798,-0.0013632134122913407,
1598.1220571285492,-0.0011354249074673143,
1598.1234460378025,-0.0023896942674309345,
1598.1248349471714,-0.0020162114787596304,
1598.1262238565407,-0.0022604111544171695,
1598.1276127657945,-0.002079173766665908,
1598.1290016751643,-0.0016252036002712394,
1598.1303905844172,-0.0014597615343959602,
1598.1317794937868,-0.0011831838111106283,
1598.1331684031568,-0.0017436671492274776,
1598.1345573124106,-0.0009213306697468289,
1598.1359462217795,-0.0010896541102558407,
1598.1373351311483,-0.0005236603475641454,
1598.1387240404017,-0.0001271441850662974,
1598.140112949771,0.00029885494268530686,
1598.1415018591413,-0.0017518915523433327,
1598.1442796777649,-0.0007307744367733085,
1598.1456685871342,0.00011593843616361423,
1598.147057496504,-0.0017331138397322088,
1598.1484464057569,-0.001737450248646577,
1598.1498353151264,-7.92715143462814e-05,
1598.151224224496,0.00022146118449527328,
1598.152613133749,7.839396251667829e-05,
1598.1540020431187,-0.00040086141489842895,
1598.155390952488,0.00016835963531323982,
1598.1567798618582,0.000277918428899202,
1598.1581687712285,0.0008467479267943267,
1598.1595576804818,0.00044925441984151567,
1598.1609465898507,0.000813065134958396,
1598.1623354992196,0.0011048613953581153,
1598.1637244085898,0.0008694817056724265,
1598.1651133178436,0.0008854959572926506,
1598.166502227213,0.0005082007773713419,
1598.1678911365827,0.0006683860143238221,
1598.169280045952,0.0007415192698995267,
1598.1706689553214,0.0008408778747263602,
1598.1720578646916,0.0007530811509431708,
1598.173446773945,0.0007299380479386004,
1598.1748356833139,0.00019111798738802744,
1598.1762245926832,0.00041045254409634215,
1598.177613502053,-0.00024436144468951027,
1598.1790024114232,-2.9884987769072252e-05,
1598.1803913207934,0.00027908971490444266,
1598.1817802301628,0.0005580167423372496,
1598.1831691394161,0.0001104203547700423,
1598.1845580487854,0.0006099682746857713,
1598.1859469581543,4.196433637877663e-05,
1598.187335867524,0.00028509234333416733,
1598.188724776894,0.0006145519681587525,
1598.1901136862637,4.956728384699835e-05,
1598.191502595633,0.00024948542597392175,
1598.1928915050028,-1.4161591239116207e-05,
1598.194280414373,-0.0006999849627016205,
1598.1956693237432,-0.00029116778404761,
1598.1970582331126,-0.0007010227534299737,
1598.198447142365,-0.00014204437434184964,
1598.1998360517339,0.00039603081318014205,
1598.2012249611037,3.118331806086817e-05,
1598.202613870474,0.0006742042246943385,
1598.2040027798441,-0.0002522652266752617,
1598.2053916892135,-0.00055682773972662,
1598.206780598583,-0.00015939280739497678,
1598.2081695079526,0.00014641953298169356,
1598.209558417322,-0.0012593073107877236,
1598.2109473266917,-0.0005984442860950926,
1598.212336236061,-0.0006101930959794043,
1598.2137251454308,-0.0004499732714147095,
1598.2151140548,-0.001129911677928216,
1598.2165029641699,-0.0007285790664610312,
1598.21789187354,-0.0012042705409567311,
1598.2192807829103,-0.0011372275783257937,
1598.2206696922797,-0.0011311940801520025,
1598.2220586016485,-0.0013175971770460187,
1598.2234475111338,-0.0007827330713639589,
1598.224836420504,-0.0003885862640090852,
1598.2262253298743,-8.631732394291224e-05,
1598.2276142392436,-2.755965822759843e-05,
1598.2290031486134,5.228801095323089e-05,
1598.2303920579827,0.0016402278337220512,
1598.2317809673525,0.001951518970294757,
1598.2331698767227,0.0012444570772252718,
1598.234558786092,0.0017000685993593095,
1598.235947695461,0.0020298694393405337,
1598.2373366048307,0.00185430551181938,
1598.2387255142,0.001612326272107626,
1598.2401144236867,0.0017656918887297376,
1598.241503333057,0.0014082506269816313,
1598.2428922424267,9.487282804389904e-06,
1598.244281151796,0.00016212323037232334,
1598.2456700611654,-0.0002538326880891697,
1598.2470589705342,-0.00023457889318733533,
1598.248447879904,-0.0017184292031514675,
1598.2498367893907,-0.0010929122888258098,
1598.25122569876,-0.0018734342379628476,
1598.2526146081298,-0.0017470345799258883,
1598.254003517499,-0.0018222310272121307,
1598.2553924268693,-0.0025574250675948302,
1598.2567813362396,-0.0023525848266544077,
1598.2581702457258,-0.001753684497616671,
1598.2595591550946,-0.0024882819805921667,
1598.2609480644635,-0.0012315898890030595,
1598.2623369738328,-0.0006689179253496734,
1598.263725883203,-0.00013402645062837726,
1598.2651147926897,0.0005222530017773412,
1598.266503702059,0.0008809834343256624,
1598.2678926114288,0.0012636611892164035,
1598.2692815207981,0.002093502214391176,
1598.2706704302834,0.001915628446283184,
1598.2720593396532,0.0013780509078455774,
1598.2734482490234,0.0019767739366073674,
1598.2748371583928,0.0016378593639944563,
1598.276226067879,0.0011419226494691552,
1598.2776149772483,0.0011963879471112255,
1598.2790038866185,0.001101428089423526,
1598.2803927959887,0.00039151005800689516,
1598.281781705475,0.00022847023198456756,
1598.2831706148436,8.9852094624766e-05,
1598.2845595242122,0.00033195443001870443,
1598.285948433582,0.0004760587818616619,
1598.2873373430687,0.00018273345453405365,
1598.288726252439,0.0002092060956696033,
1598.2901151618082,-0.00038750766268841157,
1598.2915040712944,-2.774754926260399e-05,
1598.2928929806637,-0.0002942176166565568,
1598.294281890034,-4.878954879018564e-05,
1598.2956707995202,2.5897548108338216e-05,
1598.297059708889,0.00028042982562291423,
1598.2984486182584,0.0002805113363709617,
1598.2998375277443,0.00028869431105824506,
1598.3012264371139,0.0003335280992405713,
1598.3026153464841,-0.0002949661691024797,
1598.3040042559708,-5.998864654656528e-05,
1598.30539316534,-0.00015561041577046865,
1598.3067820747099,0.00017916925100990955,
1598.3081709841952,-0.0004400471443913546,
1598.3095598935645,-1.2601265169328007e-05,
1598.3109488029347,-0.00010207536738056789,
1598.312337712421,-3.076095512911849e-05,
1598.3137266217902,0.00047110858554699113,
1598.3151155312764,-0.0002505809824791469,
1598.3165044406458,0.0010974384489478707,
1598.317893350016,-0.00040814705922705965,
1598.3192822595026,0.0006162710762805642,
1598.3206711688715,-0.002167152987867913,
1598.3220600783568,0.00011019810597881399,
1598.3234489877261,-0.00016288221503233053,
1598.3248378970964,-9.198748363014111e-06,
1598.326226806583,0.0006253059623810855,
1598.3276157159528,-0.0003892253727850812,
1598.3290046254385,0.0007421047284826773,
1598.3303935348083,0.0006121935541975393,
1598.3317824442936,0.0011455096455606165,
1598.333171353663,0.0014792799878118386,
1598.3345602630332,0.002653939995844148,
1598.3359491725193,0.0021892650208904002,
1598.3373380818887,0.0025067220868440912,
1598.3387269913746,0.0020976942225595656,
1598.3401159007446,0.0014732296501244707,
1598.3415048102313,0.0013358190108582152,
1598.342893719601,0.0016824204179524968,
1598.3442826290864,0.0004910213963200908,
1598.3456715384552,0.0007403941881029864,
1598.347060447941,0.0009368281219238033,
1598.3484493573112,0.00022638277247689388,
1598.3498382667979,0.00027862115464566926,
1598.3512271761676,0.00040403480601837634,
1598.3526160856534,-0.0004754250226006087,
1598.3540049950232,-2.8320566113201537e-05,
1598.3553939045098,-0.0004547713640996316,
1598.3567828138791,-0.00017464421896474548,
1598.3581717233644,-0.0004671104915737745,
1598.3595606327337,-0.0007406414087934858,
1598.36094954222,-0.001035664042900987,
1598.3623384515893,-0.00022217183256852797,
1598.363727361076,-0.00015481475434334893,
1598.3651162704462,-0.0002911724291816695,
1598.3665051799323,6.610592126217235e-05,
1598.3678940893017,0.00035871126284308286,
1598.369282998787,2.5221135900260197e-05,
1598.3706719081567,-0.0003121516371009205,
1598.3720608176434,-0.00026036928878306375,
1598.3734497271291,0.0005267959641850623,
1598.374838636499,-4.2956996972688026e-05,
1598.3762275459846,-0.0001948752825000476,
1598.377616455354,-0.00047524639325726066,
1598.3790053648406,0.00014703986419504524,
1598.3803942742104,-5.198683022050515e-05,
1598.3817831836957,1.6978872512304172e-05,
1598.3831720931814,0.00026123497814915765,
1598.3845610025512,-0.00020088652213498006,
1598.3859499120379,-6.563744284727134e-05,
1598.387338821408,-5.266222267931485e-05,
1598.3887277308938,0.0002308284232968045,
1598.39011664038,0.00027303455887210887,
1598.3915055497494,-0.00024681737432339507,
1598.3928944592346,-0.0002739475112027126,
1598.3942833686042,0.00019240513393428,
1598.3956722780906,-0.0001471815564126986,
1598.3970611875768,-0.0002308565838120961,
1598.3984500969461,0.0004827636309212703,
1598.3998390064323,0.0003496411889036843,
1598.4012279158026,0.000837479065230616,
1598.4026168252892,0.0014292735045048385,
1598.404005734775,0.0016641964316958914,
1598.4053946441438,0.0013264186600589955,
1598.406783553629,0.001677627169657621,
1598.4081724631153,0.0014543385276359366,
1598.4095613724855,0.0016458645063882945,
1598.4109502819722,0.001713372057015385,
1598.412339191458,0.0016099228603988721,
1598.4137281008275,0.0013979471787949264,
1598.4151170103135,0.0006415134436684406,
1598.4165059197992,0.00024491419414062387,
1598.417894829169,-0.00010586183210953238,
1598.4192837386547,0.000159525387266473,
1598.420672648141,6.095632872454371e-05,
1598.4220615575102,0.000359221410547694,
1598.4234504669964,-6.867201004526462e-05,
1598.424839376483,-0.0005936758927192456,
1598.4262282858533,-0.0008799114764596943,
1598.427617195339,-0.002548602590235655,
1598.4290061048243,-0.003468245030503894,
1598.4303950141932,-0.000679220746349571,
1598.4317839236792,4.552428847549969e-05,
1598.4331728331656,0.0002076657865144188,
1598.4345617426522,7.758698135780463e-05,
1598.435950652022,-0.002690429799100458,
1598.4373395615078,-0.001363635341758449,
1598.438728470994,-0.0005371384773586734,
1598.4401173803642,-0.001762119914940968,
1598.44150628985,-0.0004283940620873599,
1598.4428951993352,-0.00036436470755384434,
1598.4442841088214,6.766660541789385e-05,
1598.4456730181907,-0.00038521492113308565,
1598.447061927677,-0.0016883543561201234,
1598.4484508371636,0.0006672591497431995,
1598.4498397466502,9.029881924178026e-05,
1598.4512286560196,-0.00013368904066442082,
1598.4526175655053,-0.0005465150536031558,
1598.4540064749906,0.00017291331312405903,
1598.4553953844768,-0.0003594356002641374,
1598.456784293847,-0.0009184842846162663,
1598.4581732033328,-0.00018426507970462406,
1598.459562112819,-0.0022993908994128425,
1598.4609510223047,-0.0002112655956315123,
1598.4623399316745,-0.0005143899003537877,
1598.4637288411611,0.00021181148025741078,
1598.4651177506478,0.0007370813613793927,
1598.466506660133,0.0007601708972469899,
1598.4678955696183,0.0006612139265221939,
1598.4692844789877,0.0001346012929671291,
1598.4706733884743,-0.00023430998959276216,
1598.472062297961,-0.00018216435928997523,
1598.4734512074467,0.000782088855510221,
1598.4748401168165,0.0003537065487735692,
1598.4762290263022,0.0002271998169940041,
1598.4776179357875,0.0001493512485063928,
1598.4790068452737,0.0002100463261557506,
1598.4803957547604,-0.00021470887239957037,
1598.4817846641297,-5.2083960765691433e-05,
1598.4831735736159,-0.0008430557944278253,
1598.4845624831016,-2.3150641903708132e-05,
1598.4859513925883,-0.0007188861982218836,
1598.487340302075,-8.556360971898524e-05,
1598.488729211561,0.0005237294271881407,
1598.4901181209295,0.000346095450847214,
1598.4915070304148,0.0004553816547060508,
1598.492895939901,0.0006139833931825365,
1598.4942848493877,0.0015107811613410895,
1598.4956737588743,0.0006862144426227634,
1598.49706266836,0.0011304275437826112,
1598.4984515777298,0.0008455098812194231,
1598.4998404872156,0.0017929110463415772,
1598.5012293967022,0.0014389812254591318,
1598.5026183061884,0.001055809570610669,
1598.5040072156737,0.0005163101809944949,
1598.5053961251595,0.00026631125194908484,
1598.506785034529,0.0004018209878338052,
1598.508173944015,0.000105439422451931,
1598.5095628535016,-0.0001698694185788554,
1598.5109517629883,-0.0010576252956151348,
1598.512340672474,-0.0008242590555244652,
1598.5137295819593,-0.0007104415923445606,
1598.5151184914446,-0.0005988125840819918,
1598.5165074008148,-0.0008037611943787024,
1598.5178963103015,-0.0004962121136619655,
1598.5192852197877,-0.00048169317766125815,
1598.5206741292734,-2.705640902445853e-05,
1598.5220630387596,-0.00013108819555484848,
1598.5234519482453,0.00020863945099718235,
1598.524840857732,-1.7169027593138316e-05,
1598.526229767218,-0.0003196073932495609,
1598.527618676703,0.00015340422214666976,
1598.5290075860728,0.00042829805832357093,
1598.5303964955585,-0.00012408288787536543,
1598.5317854050452,0.00047627711638583824,
1598.5331743145318,0.0005067867535699386,
1598.534563224018,0.0009896180449279518,
1598.5359521335038,0.0014050918508933079,
1598.53734104299,0.0014883148961886328,
1598.5387299524753,0.0018638703035662875,
1598.540118861961,0.001744457437965304,
1598.5415077713312,0.0021636670021166335,
1598.5428966808174,0.0016927633474304316,
1598.5442855903032,0.0021834826970127752,
1598.545674499789,0.0014391043481766946,
1598.5470634092756,0.0015783358694203488,
1598.5484523187622,0.0012709050296789335,
1598.5498412282475,0.0009419023082082485,
1598.5512301377328,0.0008860709910003622,
1598.552619047219,0.0008994447185109583,
1598.5540079567047,0.0005864648154843776,
1598.5553968661914,0.0006808927608358459,
1598.556785775678,0.0005948446312111029,
1598.5581746851642,0.000441400699960735,
1598.5595635945335,0.0005022776064424008,
1598.5609525040197,0.0011474076878629249,
1598.5623414135048,0.0013198007511780292,
1598.5637303229908,0.0014645415526112172,
1598.5651192324774,0.0014650958502360244,
1598.5665081419631,0.0013161578638145586,
1598.5678970514493,0.002046438708659882,
1598.569285960935,0.0020460060496694703,
1598.5706748704217,0.001236073078855058,
1598.5720637799084,0.001921051074899577,
1598.5734526893946,0.0018253146972976404,
1598.5748415988799,0.0016919356480958837,
1598.5762305083651,0.0021821739893047305,
1598.5776194178509,0.001713437217300091,
1598.5790083273375,0.001431185383557769,
1598.5803972368242,0.0009966798070730728,
1598.5817861463104,0.000898076641125292,
1598.5831750557961,0.0007759934443013553,
1598.5845639652819,0.0006393011370568183,
1598.585952874768,-0.00035634755848889263,
1598.5873417842538,-7.278407180726521e-05,
1598.58873069374,-0.0001409778475961734,
1598.5901196032257,-0.0004997399862188825,
1598.5915085125955,-0.00038683330733852665,
1598.5928974220813,-0.0002459257628725864,
1598.594286331568,-0.0006584885222804234,
1598.5956752410546,-0.00044294395149403407,
1598.5970641505407,-0.0004920969279554469,
1598.598453060026,-0.00029718247224882945,
1598.599841969511,-0.0004320229984252598,
1598.6012308789975,-0.0006080887723296886,
1598.6026197884842,-0.00031123512592677507,
1598.6040086979704,-0.0006870106073722099,
1598.605397607456,-0.0007571986072443726,
1598.6067865169423,-0.0008383173742521673,
1598.608175426428,-0.001027362661713255,
1598.6095643359147,-0.0005348465360609737,
1598.6109532454009,-0.0016614097903819205,
1598.6123421548862,-0.0005938263869621372,
1598.613731064372,-0.0015216142400379011,
1598.615119973858,-0.0007986269223996039,
1598.6165088833447,-0.0007057144618640844,
1598.6178977928314,-0.0010632377553746845,
1598.6192867023171,-0.0003672677264489224,
1598.620675611803,-8.875256584464641e-05,
1598.6220645212882,0.000200318857614774,
